element,gameweek,season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,explain,modified,web_name,element_type,team,now_cost,name,position,xP
13,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Clarke,2,1,40,Clarke,DEF,0
14,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Kacurri,2,1,39,Kacurri,DEF,0
15,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Nichols,2,1,39,Nichols,DEF,0
16,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Saka,3,1,98,Saka,MID,0
17,3,2025-26,20,0,0,0,1,0,0,0,0,0,0,0,3,1.4,2.2,2.0,0.6,0,1,0,1,0,0.0,0.01,0.01,0.25,1,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 20, 'points_modification': 0}]}]",False,Ødegaard,3,1,79,Ødegaard,MID,1
18,3,2025-26,88,0,0,0,1,0,0,0,0,0,0,0,5,0.0,1.6,38.0,3.9,0,2,0,2,1,0.14,0.03,0.17,0.4,2,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 88, 'points_modification': 0}]}]",False,Madueke,3,1,70,Madueke,MID,2
19,3,2025-26,69,0,0,1,0,0,0,0,0,0,0,0,9,1.4,0.4,6.0,0.8,0,2,1,3,1,0.0,0.0,0.0,0.28,3,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 69, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1, 'points_modification': 0}]}]",False,Martinelli,3,1,69,Martinelli,MID,3
20,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Trossard,3,1,69,Trossard,MID,0
21,3,2025-26,90,0,0,0,1,0,0,0,0,0,0,0,13,13.2,22.7,3.0,3.9,6,7,0,13,1,0.02,0.1,0.12,0.52,4,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 13, 'points_modification': 0}]}]",False,Rice,3,1,65,Rice,MID,4
22,3,2025-26,69,0,0,1,0,0,0,0,0,0,0,0,6,5.2,2.3,0.0,0.8,0,2,3,5,1,0.0,0.02,0.02,0.28,3,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 69, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1, 'points_modification': 0}]}]",False,Merino,3,1,59,Merino,MID,3
23,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Fábio Vieira,3,1,54,Fábio Vieira,MID,0
24,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Nørgaard,3,1,53,Nørgaard,MID,0
25,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Nwaneri,3,1,53,Nwaneri,MID,0
26,3,2025-26,90,0,0,0,1,0,0,0,1,0,0,0,4,1.4,2.6,5.0,0.9,1,5,1,7,1,0.03,0.02,0.05,0.52,1,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,Zubimendi,3,1,55,Zubimendi,MID,1
27,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Nelson,3,5,49,Nelson,MID,0
28,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Kabia,3,1,45,Kabia,MID,0
29,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Sambi,3,1,45,Sambi,MID,0
30,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Havertz,4,1,73,Havertz,FWD,0
31,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 25, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,G.Jesus,4,1,64,G.Jesus,FWD,0
32,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Martinez,1,2,50,Martinez,GK,0
33,3,2025-26,90,0,0,0,3,0,0,0,1,0,1,0,-7,5.8,0.0,0.0,0.6,3,7,0,0,1,0.0,0.0,0.0,2.67,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 3, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,M.Bizot,1,2,45,M.Bizot,GK,0
34,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Gauci,1,2,40,Gauci,GK,0
35,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Marschall,1,2,40,Marschall,GK,0
36,3,2025-26,73,0,0,0,2,0,0,0,1,0,0,0,-1,6.2,22.3,1.0,3.0,3,1,0,3,1,0.01,0.11,0.12,1.77,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 73, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 2, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,Cash,2,2,46,Cash,DEF,0
37,3,2025-26,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.7,0.0,0.1,0,0,0,0,0,0.0,0.0,0.0,0.38,1,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 7, 'points_modification': 0}]}]",False,Digne,2,2,45,Digne,DEF,1
38,3,2025-26,90,0,0,0,3,0,0,0,0,0,0,0,3,18.4,14.3,4.0,3.7,5,5,0,5,1,0.0,0.03,0.03,2.67,1,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 3, 'points_modification': 0}]}]",False,Konsa,2,2,45,Konsa,DEF,1
39,3,2025-26,83,0,0,0,3,0,0,0,0,0,0,0,6,19.0,38.1,5.0,6.2,6,5,0,6,1,0.09,0.12,0.21,2.29,1,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 83, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 3, 'points_modification': 0}]}]",False,Maatsen,2,2,44,Maatsen,DEF,1
40,3,2025-26,90,0,0,0,3,0,0,0,0,0,0,0,1,14.4,2.1,0.0,1.7,3,2,1,4,1,0.0,0.02,0.02,2.67,1,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 3, 'points_modification': 0}]}]",False,Mings,2,2,45,Mings,DEF,1
41,3,2025-26,16,0,0,0,1,0,0,0,0,0,0,0,-1,3.4,0.5,0.0,0.4,0,1,1,1,0,0.0,0.0,0.0,0.9,1,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 16, 'points_modification': 0}]}]",False,Pau,2,2,44,Pau,DEF,1
42,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,A.García,2,2,39,A.García,DEF,0
43,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Alex Moreno,2,2,40,Alex Moreno,DEF,0
44,3,2025-26,6,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.7,0.0,0.2,0,0,0,0,0,0.0,0.0,0.0,0.38,1,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 6, 'points_modification': 0}]}]",False,Bogarde,2,2,40,Bogarde,DEF,1
45,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Sousa,2,2,40,Sousa,DEF,0
46,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Yasin,2,2,40,Yasin,DEF,0
47,3,2025-26,90,0,0,0,3,0,0,0,0,0,0,0,9,9.4,4.9,21.0,3.5,2,4,1,7,1,0.04,0.04,0.08,2.67,2,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}]}]",False,Rogers,3,2,69,Rogers,MID,2
48,3,2025-26,90,0,0,0,3,0,0,0,0,0,0,0,18,15.6,20.0,17.0,5.3,1,5,1,7,1,0.09,0.05,0.14,2.67,2,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}]}]",False,Tielemans,3,2,59,Tielemans,MID,2
49,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Bailey,3,2,55,Bailey,MID,0
50,3,2025-26,45,0,0,0,2,0,0,0,0,0,0,0,7,11.4,34.1,12.0,5.8,1,3,3,7,0,0.01,0.12,0.13,0.95,1,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 45, 'points_modification': 0}]}]",False,Buendía,3,2,53,Buendía,MID,1
51,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Iling Jr,3,2,55,Iling Jr,MID,0
52,3,2025-26,45,0,0,0,0,0,0,0,0,0,0,0,8,9.2,30.8,7.0,4.7,0,2,0,2,1,0.03,0.1,0.13,0.54,1,False,"[{'fixture': 24, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 45, 'points_modification': 0}]}]",False,J.Ramsey,3,15,53,J.Ramsey,MID,1
53,3,2025-26,82,0,0,0,3,0,0,0,0,0,0,0,1,0.0,6.2,5.0,0.9,0,3,0,3,1,0.18,0.02,0.2,2.29,2,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 82, 'points_modification': 0}]}]",False,Malen,3,2,52,Malen,MID,2
54,3,2025-26,73,0,0,0,2,0,0,0,0,0,0,0,18,8.0,13.9,0.0,2.2,1,3,2,6,1,0.0,0.12,0.12,1.77,2,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 73, 'points_modification': 0}]}]",False,McGinn,3,2,54,McGinn,MID,2
55,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Barkley,3,2,48,Barkley,MID,0
56,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Barrenechea,3,2,50,Barrenechea,MID,0
57,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Dobbin,3,2,50,Dobbin,MID,0
58,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Kamara,3,2,49,Kamara,MID,0
59,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Onana,3,2,49,Onana,MID,0
60,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Broggio,3,2,45,Broggio,MID,0
61,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Dendoncker,3,2,45,Dendoncker,MID,0
62,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Jimoh-Aloba,3,2,45,Jimoh-Aloba,MID,0
63,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Young,3,2,44,Young,MID,0
64,3,2025-26,90,0,0,0,3,0,0,0,0,0,0,0,4,3.8,11.8,43.0,5.9,0,0,1,1,1,0.64,0.04,0.68,2.67,2,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}]}]",False,Watkins,4,2,87,Watkins,FWD,2
65,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 21, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Redmond,4,2,45,Redmond,FWD,0
66,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 29, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Neto,1,4,45,Neto,GK,0
67,3,2025-26,90,0,0,1,0,0,0,0,1,0,1,0,22,11.2,0.0,0.0,1.1,2,10,0,0,1,0.0,0.0,0.0,0.19,5,False,"[{'fixture': 29, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 4, 'value': 1, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,Petrović,1,4,45,Petrović,GK,5
68,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 29, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Dennis,1,4,40,Dennis,GK,0
69,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 29, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,McKenna,1,4,40,McKenna,GK,0
70,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 29, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Paulsen,1,4,40,Paulsen,GK,0
71,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 29, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Zabarnyi,2,4,50,Zabarnyi,DEF,0
72,3,2025-26,90,0,1,1,0,0,0,0,0,0,0,3,42,37.4,10.7,6.0,5.4,12,6,2,14,1,0.14,0.03,0.17,0.19,14,True,"[{'fixture': 29, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'assists', 'points': 3, 'value': 1, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 4, 'value': 1, 'points_modification': 0}, {'identifier': 'bonus', 'points': 3, 'value': 3, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 14, 'points_modification': 0}]}]",False,Senesi,2,4,48,Senesi,DEF,14
73,3,2025-26,25,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,False,"[{'fixture': 29, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 25, 'points_modification': 0}]}]",False,Smith,2,4,44,Smith,DEF,1
74,3,2025-26,90,0,0,1,0,0,0,0,0,0,0,1,24,19.8,19.4,1.0,4.0,4,0,5,9,1,0.01,0.1,0.11,0.19,7,False,"[{'fixture': 29, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 4, 'value': 1, 'points_modification': 0}, {'identifier': 'bonus', 'points': 1, 'value': 1, 'points_modification': 0}]}]",False,Truffert,2,4,45,Truffert,DEF,7
75,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 29, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Akinmboni,2,4,40,Akinmboni,DEF,0
76,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 29, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Bevan,2,4,40,Bevan,DEF,0
77,3,2025-26,64,0,0,1,0,0,0,0,1,0,0,0,17,7.6,0.7,4.0,1.2,5,4,0,5,0,0.0,0.0,0.0,0.19,5,False,"[{'fixture': 29, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 64, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 4, 'value': 1, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,Hill,2,4,40,Hill,DEF,5
78,3,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 29, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,J.Araujo,2,4,40,J.Araujo,DEF,0
